C,degree,tol,max_iter,gamma,nu,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,verbose,kernel,Precedence
0.0001,9.0,0.0001,800.0,auto,0.9,0.778037,0.080948,0.013296,0.135999,0.288717,0.272113,,,,0.0,False,poly,192.0
0.0001,9.0,0.0001,1600.0,auto,0.7,0.780329,0.080668,0.012363,0.135295,0.288761,0.272242,,,,0.01,False,poly,193.0
0.001,8.0,0.0001,1600.0,auto,0.9,0.883531,0.032828,-0.025218,0.098515,0.296179,0.277373,,,,0.01,False,poly,194.0
0.0001,7.0,0.0001,1600.0,auto,0.9,0.601755,0.085288,-0.00897,0.182168,0.288034,0.275166,,,,0.0,False,poly,195.0
0.0001,8.0,0.001,1600.0,auto,0.9,0.711382,0.089629,0.013422,0.155081,0.28735,0.272096,,,,0.01,False,poly,196.0
0.0001,8.0,0.0001,800.0,auto,0.9,0.708275,0.085351,0.005711,0.155913,0.288024,0.273157,,,,0.0,False,poly,197.0
0.0001,8.0,0.0001,1600.0,scale,0.9,0.053114,-0.002611,-0.035971,0.280896,0.301556,0.278824,,,,0.0,False,poly,198.0
0.0001,8.0,0.0001,1600.0,auto,0.7,0.708842,0.086645,0.007666,0.155762,0.287821,0.272888,,,,0.0,False,poly,199.0
0.001,9.0,0.001,1600.0,auto,0.9,0.803351,-0.001738,-0.16614,0.128009,0.301425,0.295822,,,,0.01,False,poly,200.0
0.0001,9.0,0.01,1600.0,auto,0.9,0.781227,0.082435,0.015881,0.135018,0.288483,0.271756,,,,0.01,False,poly,201.0
0.0001,9.0,0.001,800.0,auto,0.9,0.778037,0.080948,0.013296,0.135999,0.288717,0.272113,,,,0.0,False,poly,202.0
0.0001,9.0,0.001,1600.0,scale,0.9,0.046954,-0.03566,-0.106095,0.281808,0.306486,0.288106,,,,0.0,False,poly,203.0
0.0001,9.0,0.001,1600.0,auto,0.7,0.780329,0.080668,0.012363,0.135295,0.288761,0.272242,,,,0.01,False,poly,204.0
0.001,9.0,0.0001,800.0,auto,0.9,0.746844,-0.082475,-0.246168,0.145241,0.313336,0.305805,,,,0.0,False,poly,205.0
0.0001,9.0,0.0001,400.0,auto,0.9,0.70658,0.054827,-0.033102,0.156365,0.292791,0.278437,,,,0.0,False,poly,206.0
0.0001,9.0,0.0001,800.0,scale,0.9,0.046989,-0.035572,-0.105925,0.281803,0.306473,0.288084,,,,0.0,False,poly,207.0
0.0001,9.0,0.0001,800.0,auto,0.7,0.722687,0.075246,0.001384,0.152013,0.289611,0.273751,,,,0.0,False,poly,208.0
0.001,9.0,0.0001,1600.0,auto,0.7,0.843349,-0.006989,-0.179989,0.114252,0.302214,0.297574,,,,0.01,False,poly,209.0
0.0001,9.0,0.0001,1600.0,scale,0.7,0.047339,-0.026923,-0.087335,0.281751,0.305191,0.285652,,,,0.0,False,poly,210.0
0.0001,9.0,0.0001,1600.0,auto,0.5,0.736479,0.089024,0.07323,0.148185,0.287446,0.263719,,,,0.0,False,poly,211.0
1.0,1.0,0.0001,1600.0,auto,0.9,0.188904,-0.098303,-0.098936,0.259975,0.315619,0.287172,,,,0.0,False,poly,212.0
10.0,2.0,0.0001,1600.0,auto,0.9,0.993747,-0.232752,-0.671702,0.022827,0.33438,0.354189,,,,0.01,False,poly,213.0
10.0,1.0,0.001,1600.0,auto,0.9,0.172713,0.079641,-0.066665,0.262557,0.288922,0.282924,,,,0.01,False,poly,214.0
10.0,1.0,0.0001,800.0,auto,0.9,-0.038064,-0.095636,-0.326825,0.294109,0.315236,0.315546,,,,0.0,False,poly,215.0
10.0,1.0,0.0001,1600.0,auto,0.7,-0.097326,-0.168611,-0.30686,0.302388,0.325565,0.313163,,,,0.01,False,poly,216.0
1.0,1.0,0.001,1600.0,auto,0.9,0.188904,-0.098303,-0.098936,0.259975,0.315619,0.287172,,,,0.0,False,poly,217.0
10.0,2.0,0.001,1600.0,auto,0.9,0.993747,-0.232752,-0.671702,0.022827,0.33438,0.354189,,,,0.01,False,poly,218.0
10.0,1.0,0.01,1600.0,auto,0.9,0.172713,0.079641,-0.066665,0.262557,0.288922,0.282924,,,,0.01,False,poly,219.0
10.0,1.0,0.001,800.0,auto,0.9,-0.038064,-0.095636,-0.326825,0.294109,0.315236,0.315546,,,,0.0,False,poly,220.0
10.0,1.0,0.001,1600.0,scale,0.9,0.202587,-0.104714,-0.103531,0.257773,0.316539,0.287772,,,,0.01,False,poly,221.0
10.0,1.0,0.001,1600.0,auto,0.7,-0.097326,-0.168611,-0.30686,0.302388,0.325565,0.313163,,,,0.01,False,poly,222.0
0.001,5.0,0.0001,1600.0,auto,0.9,0.629922,0.080628,0.017734,0.175607,0.288767,0.2715,,,,0.0,False,poly,223.0
0.0001,4.0,0.0001,1600.0,auto,0.9,0.177747,0.050535,-0.02166,0.261757,0.293455,0.276891,,,,0.0,False,poly,224.0
0.0001,6.0,0.0001,1600.0,auto,0.9,0.466395,0.111794,-0.006273,0.210866,0.28383,0.274798,,,,0.0,False,poly,225.0
0.0001,5.0,0.001,1600.0,auto,0.9,0.31513,0.087925,-0.016598,0.238891,0.287619,0.276204,,,,0.0,False,poly,226.0
0.0001,5.0,0.0001,800.0,auto,0.9,0.315223,0.086864,-0.017636,0.238875,0.287786,0.276345,,,,0.0,False,poly,227.0
0.0001,5.0,0.0001,1600.0,auto,0.7,0.300344,0.073292,-0.016179,0.241456,0.289917,0.276147,,,,0.0,False,poly,228.0
0.001,6.0,0.0001,1600.0,auto,0.9,0.760896,0.076748,0.029775,0.141153,0.289376,0.269831,,,,0.01,False,poly,229.0
0.0001,6.0,0.001,1600.0,auto,0.9,0.466409,0.111741,-0.006347,0.210863,0.283839,0.274808,,,,0.0,False,poly,230.0
0.0001,6.0,0.0001,800.0,auto,0.9,0.466419,0.111689,-0.006389,0.210861,0.283847,0.274814,,,,0.0,False,poly,231.0
0.0001,6.0,0.0001,1600.0,scale,0.9,0.051331,-0.006332,-0.042754,0.28116,0.302115,0.279735,,,,0.0,False,poly,232.0
0.0001,6.0,0.0001,1600.0,auto,0.7,0.453264,0.100552,-0.027734,0.213444,0.285621,0.277713,,,,0.0,False,poly,233.0
0.001,5.0,0.001,1600.0,auto,0.9,0.629922,0.080628,0.017734,0.175607,0.288767,0.2715,,,,0.0,False,poly,234.0
0.0001,4.0,0.001,1600.0,auto,0.9,0.177752,0.050542,-0.021648,0.261757,0.293454,0.276889,,,,0.0,False,poly,235.0
0.0001,5.0,0.01,1600.0,auto,0.9,0.31513,0.087925,-0.016598,0.238891,0.287619,0.276204,,,,0.0,False,poly,236.0
0.0001,5.0,0.001,800.0,auto,0.9,0.315223,0.086864,-0.017636,0.238875,0.287786,0.276345,,,,0.0,False,poly,237.0
0.0001,5.0,0.001,1600.0,scale,0.9,0.047426,-0.006536,-0.042394,0.281738,0.302146,0.279687,,,,0.0,False,poly,238.0
0.0001,5.0,0.001,1600.0,auto,0.7,0.300344,0.073292,-0.016179,0.241456,0.289917,0.276147,,,,0.0,False,poly,239.0
0.001,5.0,0.0001,800.0,auto,0.9,0.629937,0.080437,0.017187,0.175604,0.288797,0.271576,,,,0.0,False,poly,240.0
0.0001,4.0,0.0001,800.0,auto,0.9,0.176454,0.052252,-0.017775,0.261963,0.29319,0.276364,,,,0.0,False,poly,241.0
0.0001,5.0,0.0001,400.0,auto,0.9,0.31511,0.086768,-0.017348,0.238895,0.287801,0.276306,,,,0.0,False,poly,242.0
0.0001,5.0,0.0001,800.0,scale,0.9,0.047428,-0.006473,-0.042226,0.281738,0.302136,0.279664,,,,0.0,False,poly,243.0
0.0001,5.0,0.0001,800.0,auto,0.7,0.299453,0.072945,-0.01555,0.24161,0.289971,0.276062,,,,0.0,False,poly,244.0
0.01,4.0,0.001,1600.0,scale,0.9,0.152373,0.039708,-0.02254,0.265765,0.295123,0.27701,,,,0.0,False,poly,245.0
1.0,4.0,0.001,1600.0,scale,0.9,0.76636,0.08666,0.042655,0.139531,0.287818,0.268034,,,,0.0,False,poly,246.0
0.1,3.0,0.001,1600.0,scale,0.9,0.416912,0.110035,0.013449,0.220426,0.284111,0.272092,,,,0.0,False,poly,247.0
0.1,5.0,0.001,1600.0,scale,0.9,0.417305,0.117461,0.000597,0.220352,0.282924,0.273858,,,,0.0,False,poly,248.0
0.1,4.0,0.0001,1600.0,scale,0.9,0.420278,0.12612,0.018601,0.219789,0.281532,0.271381,,,,0.0,False,poly,249.0
0.1,4.0,0.001,1600.0,auto,0.9,0.998581,-4.5e-05,-0.099654,0.010874,0.30117,0.287266,,,,0.01,False,poly,250.0
0.1,4.0,0.001,1600.0,scale,0.7,0.408921,0.114238,0.002355,0.221931,0.28344,0.273618,,,,0.0,False,poly,251.0
